case,queries,same_top12_as_corpus_fallback,validation_utility_gain_from_decoded_candidates,fallback_order
f70_12,112,True,0.0,"[0, 18, 19, 23, 25, 30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 24, 26, 27, 28, 29]"
f70_13,114,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f70_14,113,True,0.0,"[0, 18, 19, 23, 25, 30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 24, 26, 27, 28, 29]"
f70_15,111,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f70_16,115,True,0.0,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
f70_17,114,False,0.1221999489048492,"[0, 2, 3, 4, 8, 9, 11, 12, 14, 16, 17, 18, 21, 22, 23, 25, 26, 27, 30, 1, 5, 6, 7, 10, 13, 15, 19, 20, 24, 28, 29]"
f70_18,116,True,0.0,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
f70_19,114,True,0.0,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
f80_00,113,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_01,111,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_02,116,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_03,114,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_04,115,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_05,116,True,0.0,"[0, 18, 19, 23, 25, 30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 24, 26, 27, 28, 29]"
f80_06,116,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_07,112,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_08,116,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_09,112,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_10,116,True,0.0,"[0, 18, 19, 23, 25, 30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 24, 26, 27, 28, 29]"
f80_11,115,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_12,112,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_13,114,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_14,113,False,3.9951205208110796e-05,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
f80_15,111,False,0.09289561265550411,"[0, 2, 3, 4, 8, 9, 11, 12, 14, 16, 17, 18, 21, 22, 23, 25, 26, 27, 30, 1, 5, 6, 7, 10, 13, 15, 19, 20, 24, 28, 29]"
f80_16,114,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_17,113,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_18,115,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
f80_19,115,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_00_A,110,False,0.07465321260139934,"[0, 2, 3, 4, 8, 9, 11, 12, 14, 16, 17, 18, 21, 22, 23, 25, 26, 27, 30, 1, 5, 6, 7, 10, 13, 15, 19, 20, 24, 28, 29]"
half_00_B,114,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_01_A,116,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_01_B,112,False,0.07233248784681284,"[0, 2, 3, 4, 8, 9, 11, 12, 14, 16, 17, 18, 21, 22, 23, 25, 26, 27, 30, 1, 5, 6, 7, 10, 13, 15, 19, 20, 24, 28, 29]"
half_02_A,112,False,0.13730461756337947,"[0, 2, 3, 4, 5, 6, 9, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 1, 7, 8, 10, 11, 12, 20]"
half_02_B,108,False,0.15971892774834417,"[0, 1, 2, 3, 5, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 4, 6, 7, 10]"
half_03_A,111,True,0.0,"[0, 18, 19, 23, 25, 30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 24, 26, 27, 28, 29]"
half_03_B,113,True,0.0,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
half_04_A,114,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_04_B,113,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_05_A,112,False,0.10396993207510885,"[0, 2, 3, 4, 7, 8, 10, 11, 12, 17, 18, 19, 20, 21, 23, 24, 25, 26, 1, 5, 6, 9, 13, 14, 15, 16, 22, 27, 28, 29, 30]"
half_05_B,112,False,0.10362778509330844,"[0, 2, 3, 4, 8, 9, 11, 12, 14, 16, 17, 18, 21, 22, 23, 25, 26, 27, 30, 1, 5, 6, 7, 10, 13, 15, 19, 20, 24, 28, 29]"
half_06_A,112,False,0.12601311592381204,"[0, 2, 3, 4, 8, 9, 11, 12, 14, 16, 17, 18, 21, 22, 23, 25, 26, 27, 30, 1, 5, 6, 7, 10, 13, 15, 19, 20, 24, 28, 29]"
half_06_B,115,True,0.0,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
half_07_A,109,False,0.1093330843413115,"[0, 2, 3, 4, 5, 6, 9, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 1, 7, 8, 10, 11, 12, 20]"
half_07_B,116,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_08_A,113,False,0.0029144772174075073,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
half_08_B,113,True,0.0,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
half_09_A,115,False,0.0014618744316415855,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_09_B,110,False,0.11624942717721604,"[0, 2, 3, 4, 8, 9, 11, 12, 14, 16, 17, 18, 21, 22, 23, 25, 26, 27, 30, 1, 5, 6, 7, 10, 13, 15, 19, 20, 24, 28, 29]"
half_10_A,112,False,0.11180878981150555,"[0, 2, 3, 4, 7, 8, 10, 11, 12, 17, 18, 19, 20, 21, 23, 24, 25, 26, 1, 5, 6, 9, 13, 14, 15, 16, 22, 27, 28, 29, 30]"
half_10_B,113,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_11_A,112,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_11_B,115,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_12_A,109,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_12_B,114,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_13_A,108,False,0.0956291579056841,"[0, 1, 2, 5, 6, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 28, 29, 30, 3, 4, 7, 8, 12, 20, 26]"
half_13_B,113,True,0.0,"[0, 18, 19, 23, 25, 30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 24, 26, 27, 28, 29]"
half_14_A,113,True,0.0,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
half_14_B,116,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_15_A,114,True,0.0,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
half_15_B,114,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_16_A,113,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_16_B,112,False,0.11643637688432318,"[0, 2, 3, 4, 7, 8, 10, 11, 12, 17, 18, 19, 20, 21, 23, 24, 25, 26, 1, 5, 6, 9, 13, 14, 15, 16, 22, 27, 28, 29, 30]"
half_17_A,110,False,0.09790503698906688,"[0, 1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 4, 8, 17, 22]"
half_17_B,115,False,0.14926611078884877,"[0, 2, 3, 4, 8, 9, 11, 12, 14, 16, 17, 18, 21, 22, 23, 25, 26, 27, 30, 1, 5, 6, 7, 10, 13, 15, 19, 20, 24, 28, 29]"
half_18_A,114,True,0.0,"[0, 18, 19, 23, 25, 30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 24, 26, 27, 28, 29]"
half_18_B,116,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_19_A,114,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_19_B,116,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_20_A,112,False,0.18080189146655307,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 20, 21, 22, 26, 27, 28, 29, 30, 5, 13, 19, 23, 24, 25]"
half_20_B,115,False,0.0012573697501268022,"[0, 18, 19, 23, 25, 30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 24, 26, 27, 28, 29]"
half_21_A,114,True,0.0,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
half_21_B,115,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_22_A,114,False,0.002312429110535086,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_22_B,113,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_23_A,112,True,0.0,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
half_23_B,110,False,0.12513157653482332,"[0, 2, 3, 4, 8, 9, 11, 12, 14, 16, 17, 18, 21, 22, 23, 25, 26, 27, 30, 1, 5, 6, 7, 10, 13, 15, 19, 20, 24, 28, 29]"
half_24_A,116,True,0.0,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
half_24_B,114,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_25_A,116,True,0.0,"[0, 18, 19, 23, 25, 30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 24, 26, 27, 28, 29]"
half_25_B,111,False,0.1365012664408441,"[0, 2, 3, 4, 8, 9, 11, 12, 14, 16, 17, 18, 21, 22, 23, 25, 26, 27, 30, 1, 5, 6, 7, 10, 13, 15, 19, 20, 24, 28, 29]"
half_26_A,114,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_26_B,113,False,0.12763028871711257,"[0, 2, 3, 4, 8, 9, 11, 12, 14, 16, 17, 18, 21, 22, 23, 25, 26, 27, 30, 1, 5, 6, 7, 10, 13, 15, 19, 20, 24, 28, 29]"
half_27_A,115,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_27_B,114,True,0.0,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
half_28_A,114,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_28_B,113,True,0.0,"[0, 2, 4, 5, 7, 9, 14, 16, 18, 20, 21, 22, 27, 28, 29, 30, 1, 3, 6, 8, 10, 11, 12, 13, 15, 17, 19, 23, 24, 25, 26]"
half_29_A,115,True,0.0,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
half_29_B,112,False,0.0003134554620600194,"[0, 18, 19, 23, 25, 30, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 24, 26, 27, 28, 29]"
reference,114,True,0.0,"[0, 1, 10, 13, 18, 19, 23, 26, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30]"
seedonly_00,115,True,0.0,"[0, 2, 4, 8, 11, 13, 16, 17, 18, 21, 22, 27, 30, 1, 3, 5, 6, 7, 9, 10, 12, 14, 15, 19, 20, 23, 24, 25, 26, 28, 29]"
seedonly_01,112,True,0.0,"[0, 2, 3, 4, 6, 8, 12, 13, 16, 18, 20, 21, 24, 25, 29, 1, 5, 7, 9, 10, 11, 14, 15, 17, 19, 22, 23, 26, 27, 28, 30]"
seedonly_02,112,True,0.0,"[0, 1, 4, 8, 10, 11, 12, 13, 17, 18, 19, 21, 22, 24, 25, 26, 27, 29, 2, 3, 5, 6, 7, 9, 14, 15, 16, 20, 23, 28, 30]"
seedonly_03,113,True,0.0,"[0, 1, 12, 14, 16, 17, 18, 19, 20, 23, 26, 28, 29, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 21, 22, 24, 25, 27, 30]"
seedonly_04,113,True,0.0,"[0, 4, 5, 8, 11, 12, 17, 18, 19, 21, 23, 24, 26, 27, 28, 30, 1, 2, 3, 6, 7, 9, 10, 13, 14, 15, 16, 20, 22, 25, 29]"
seedonly_05,113,False,0.10036813156771496,"[0, 2, 3, 5, 6, 8, 11, 12, 13, 14, 16, 17, 18, 20, 21, 22, 23, 25, 26, 30, 1, 4, 7, 9, 10, 15, 19, 24, 27, 28, 29]"
seedonly_06,111,True,0.0,"[0, 1, 7, 9, 10, 11, 13, 16, 18, 20, 21, 22, 23, 25, 26, 29, 30, 2, 3, 4, 5, 6, 8, 12, 14, 15, 17, 19, 24, 27, 28]"
seedonly_07,110,False,0.010315978101003487,"[0, 1, 5, 6, 7, 8, 13, 17, 18, 19, 20, 22, 23, 24, 27, 28, 30, 2, 3, 4, 9, 10, 11, 12, 14, 15, 16, 21, 25, 26, 29]"
seedonly_08,114,False,0.13887852183891575,"[0, 2, 3, 4, 6, 10, 11, 13, 15, 16, 17, 18, 22, 23, 24, 25, 26, 27, 29, 30, 1, 5, 7, 8, 9, 12, 14, 19, 20, 21, 28]"
seedonly_09,116,True,0.0,"[0, 2, 3, 4, 7, 9, 14, 16, 17, 18, 20, 21, 24, 25, 27, 29, 30, 1, 5, 6, 8, 10, 11, 12, 13, 15, 19, 22, 23, 26, 28]"
